S value		L threshold	L error		R threshold	R error
0.617799	0.023489	0.001740	0.026475	0.002149
0.794944	0.029673	0.002313	0.019792	0.001586
0.995355	0.030547	0.001029	0.028450	0.001698
1.216598	0.033323	0.001605	0.029982	0.001613
1.456896	0.039136	0.003756	0.048074	0.004275
1.717482	0.042685	0.002472	0.057953	0.004105
1.992167	0.047358	0.003667	0.089493	0.002337
2.282460	0.084338	0.003627	0.093112	0.002516
