531	1.55E-02	5.97E-03	1.50E-02	2.45E-02
532	1.50E-02	5.77E-03	1.45E-02	2.37E-02
533	1.46E-02	5.62E-03	1.41E-02	2.31E-02
534	1.50E-02	5.80E-03	1.46E-02	2.38E-02
535	1.54E-02	5.94E-03	1.49E-02	2.44E-02
536	1.56E-02	6.01E-03	1.51E-02	2.46E-02
537	1.50E-02	5.79E-03	1.45E-02	2.37E-02
538	1.53E-02	5.90E-03	1.48E-02	2.42E-02
539	1.52E-02	5.87E-03	1.47E-02	2.40E-02
540	1.46E-02	5.64E-03	1.41E-02	2.30E-02
541	1.47E-02	5.69E-03	1.42E-02	2.32E-02
542	1.52E-02	5.87E-03	1.47E-02	2.40E-02
543	1.51E-02	5.82E-03	1.46E-02	2.38E-02
544	1.54E-02	5.93E-03	1.48E-02	2.42E-02
545	1.53E-02	5.92E-03	1.48E-02	2.42E-02
546	1.55E-02	5.95E-03	1.49E-02	2.43E-02
547	1.54E-02	5.95E-03	1.49E-02	2.44E-02
548	1.53E-02	5.89E-03	1.48E-02	2.42E-02
549	1.54E-02	5.92E-03	1.49E-02	2.43E-02
550	1.56E-02	6.01E-03	1.51E-02	2.47E-02
551	1.54E-02	5.95E-03	1.49E-02	2.44E-02
552	1.56E-02	6.01E-03	1.51E-02	2.46E-02
553	1.53E-02	5.90E-03	1.48E-02	2.42E-02
554	1.57E-02	6.06E-03	1.52E-02	2.49E-02
555	1.58E-02	6.08E-03	1.53E-02	2.50E-02
556	1.56E-02	6.01E-03	1.51E-02	2.47E-02
557	1.51E-02	5.83E-03	1.47E-02	2.40E-02
558	1.51E-02	5.79E-03	1.46E-02	2.39E-02
559	1.48E-02	5.68E-03	1.43E-02	2.35E-02
560	1.50E-02	5.76E-03	1.45E-02	2.38E-02
561	1.53E-02	5.85E-03	1.48E-02	2.42E-02
562	1.52E-02	5.81E-03	1.47E-02	2.41E-02
563	1.56E-02	5.97E-03	1.51E-02	2.48E-02
564	1.52E-02	5.81E-03	1.47E-02	2.41E-02
565	1.51E-02	5.77E-03	1.46E-02	2.40E-02
566	1.50E-02	5.70E-03	1.44E-02	2.37E-02
567	1.53E-02	5.81E-03	1.47E-02	2.42E-02
568	1.52E-02	5.77E-03	1.46E-02	2.40E-02
569	1.49E-02	5.64E-03	1.41E-02	2.33E-02
570	1.49E-02	5.64E-03	1.42E-02	2.35E-02
571	1.48E-02	5.60E-03	1.42E-02	2.35E-02
572	1.52E-02	5.74E-03	1.45E-02	2.40E-02
573	1.54E-02	5.81E-03	1.47E-02	2.43E-02
574	1.54E-02	5.80E-03	1.47E-02	2.43E-02
575	1.51E-02	5.70E-03	1.45E-02	2.39E-02
576	1.50E-02	5.65E-03	1.44E-02	2.38E-02
577	1.52E-02	5.72E-03	1.46E-02	2.41E-02
578	1.50E-02	5.65E-03	1.44E-02	2.38E-02
579	1.51E-02	5.69E-03	1.45E-02	2.39E-02
580	1.54E-02	5.83E-03	1.48E-02	2.44E-02
581	1.55E-02	5.89E-03	1.49E-02	2.45E-02
582	1.58E-02	6.03E-03	1.52E-02	2.50E-02
583	1.59E-02	6.07E-03	1.53E-02	2.51E-02
584	1.60E-02	6.15E-03	1.55E-02	2.54E-02
585	1.57E-02	6.01E-03	1.51E-02	2.48E-02
586	1.54E-02	5.90E-03	1.48E-02	2.42E-02
587	1.58E-02	6.03E-03	1.51E-02	2.47E-02
588	1.55E-02	5.91E-03	1.45E-02	2.39E-02
589	1.39E-02	5.25E-03	1.25E-02	2.08E-02
590	1.45E-02	5.49E-03	1.31E-02	2.18E-02
591	1.53E-02	5.82E-03	1.41E-02	2.33E-02
