3.945312499999995004e-01	1.765170031802526240e-01
1.204394531250000622e+00	8.562072765489923132e-01
1.458984374999992562e-01	5.893843967191339517e-02
5.781249999999995559e-01	2.706916974638163276e-01
1.860351562499992784e-01	7.153399814725652783e-02
5.972656249999995781e-01	2.681884658234431340e-01
4.799804687499994449e-01	1.929804164544200173e-01
5.303710937499995781e-01	2.138192482188276122e-01
3.041015624999993672e-01	1.023818070053535423e-01
3.531249999999994116e-01	1.217279269442275158e-01
3.637695312499994449e-01	1.231022187186731204e-01
5.288085937499994449e-01	1.944550859690727107e-01
5.549804687499995115e-01	2.054452256874082783e-01
4.112304687499994671e-01	1.342349668833958398e-01
3.361328124999994338e-01	1.036664444113631622e-01
3.975585937499994671e-01	1.219562310187740223e-01
3.325195312499994449e-01	9.688980587315991488e-02
4.504882812499995115e-01	1.403266579966633565e-01
5.374023437499996225e-01	1.776444592702393910e-01
4.457031249999995337e-01	1.344351303458004576e-01
3.272460937499993561e-01	8.910871880173157344e-02
5.202148437499996003e-01	1.612683948665256384e-01
5.293945312499995781e-01	1.613565609068167428e-01
5.611328124999994671e-01	1.733701203445175698e-01
4.067382812499994449e-01	1.111984328389525600e-01
3.978515624999994782e-01	1.059234966527397154e-01
3.960937499999994671e-01	1.035135601065609728e-01
5.412109374999996003e-01	1.533607626143685676e-01
4.615234374999995226e-01	1.211865401664839331e-01
4.744140624999995115e-01	1.277276643586867100e-01
3.625976562499994005e-01	8.906779251710078560e-02
5.807617187499996003e-01	1.632685428583756093e-01
2.989257812499993561e-01	6.860534986379258904e-02
4.935546874999995892e-01	1.283270064411246303e-01
3.775390624999994116e-01	8.957482995976248641e-02
