4.955078124999995892e-01	1.195714664942138794e-01
5.583007812499996003e-01	1.367101684044826626e-01
5.475585937499994893e-01	1.265480538609245198e-01
4.879882812499996003e-01	1.026182965111231971e-01
5.819335937499995337e-01	1.303917376820646901e-01
3.276367187499993339e-01	6.730805789656726934e-02
3.940429687499994449e-01	7.259325466448075803e-02
5.068359374999995559e-01	9.619864177909988323e-02
3.788085937499994227e-01	6.633286613451849778e-02
4.814453124999995004e-01	8.722970836668962613e-02
5.996093749999996669e-01	1.202715191331012873e-01
4.397460937499995115e-01	7.188221751890934430e-02
5.057617187499995337e-01	8.775495587943800413e-02
4.028320312499994449e-01	6.415653365675413888e-02
3.701171874999995004e-01	5.597160409899877564e-02
4.453124999999995559e-01	6.954605941333268093e-02
4.653320312499995559e-01	7.174234298341260196e-02
6.316406249999996225e-01	1.174814247182251609e-01
5.261718749999996225e-01	8.311063731265579124e-02
5.238281249999995337e-01	8.106007232815526375e-02
4.136718749999994671e-01	5.666718329308626650e-02
4.988281249999995115e-01	7.280887051351742079e-02
4.924804687499995115e-01	6.973570385466905386e-02
5.615234374999995559e-01	8.583561494411935666e-02
4.480468749999995115e-01	5.967755585127470369e-02
4.819335937499995559e-01	6.521591669608582664e-02
5.094726562499994893e-01	6.957202988942379207e-02
4.820312499999995226e-01	6.356652910352059149e-02
5.238281249999995337e-01	7.122938869575971832e-02
4.269531249999994893e-01	5.219857192948468283e-02
5.954101562499997113e-01	8.650626786789882006e-02
5.377929687499996003e-01	7.186825798084084393e-02
3.152343749999994005e-01	3.916540183079694759e-02
3.922851562499994893e-01	4.543306099267923476e-02
5.128906249999994893e-01	6.475407054932900974e-02
