pT	215.000000	0.000000	0.00336651	0.00503366
pT	220.000000	0.000000	0.00282484	0.00502825
pT	225.000000	0.000000	0.00152372	0.00501524
pT	230.000000	0.000000	0.000477995	0.00500478
pT	235.000000	0.000000	0.000220741	0.00500221
pT	240.000000	0.000000	0.000138457	0.00500138
pT	245.000000	0.000000	0.000110629	0.00500111
pT	250.000000	0.000000	6.73544e-005	0.00500067
pT	255.000000	0.000000	3.91801e-005	0.00500039
pT	260.000000	0.000000	4.4222e-005	0.00500044
pT	265.000000	0.000000	8.16554e-005	0.00500082
pT	270.000000	0.000000	3.57779e-005	0.00500036
pT	275.000000	0.000000	3.86444e-005	0.00500039
pT	280.000000	0.000000	3.80243e-005	0.00500038
pT	285.000000	0.000000	4.55122e-005	0.00500046
pT	290.000000	0.000000	2.82168e-005	0.00500028
pT	295.000000	0.000000	7.79653e-006	0.00500008
pT	300.000000	0.000000	2.17465e-005	0.00500022
pT	305.000000	0.000000	2.4278e-005	0.00500024
pT	310.000000	0.000000	2.87689e-005	0.00500029
pT	315.000000	0.000000	6.37166e-006	0.00500006
pT	320.000000	0.000000	2.19363e-005	0.00500022
pT	325.000000	0.000000	1.71594e-005	0.00500017
pT	330.000000	0.000000	3.51324e-005	0.00500035
pT	335.000000	0.000000	1.19973e-005	0.00500012
pT	340.000000	0.000000	6.42799e-006	0.00500006
pT	345.000000	0.000000	2.39065e-005	0.00500024
pT	350.000000	0.000000	5.21547e-005	0.00500052
pT	355.000000	0.000000	2.99035e-005	0.0050003
pT	360.000000	0.000000	2.30663e-005	0.00500023
pT	365.000000	0.000000	2.75312e-005	0.00500028
pT	370.000000	0.000000	0.00011524	0.00500115
pT	375.000000	0.000000	0.000183652	0.00500184
pT	380.000000	0.000000	0.000237986	0.00500238
pT	385.000000	0.000000	0.000408878	0.00500409
pT	390.000000	0.000000	0.000959375	0.00500959
pT	395.000000	0.000000	0.00164588	0.00501646
pT	400.000000	0.000000	0.0023727	0.00502373
pT	405.000000	0.000000	0.00296742	0.00502967
pT	410.000000	0.000000	0.00331881	0.00503319
pT	415.000000	0.000000	0.00358736	0.00503587
pT	420.000000	0.000000	0.00392458	0.00503925
pT	425.000000	0.000000	0.00436676	0.00504367
pT	430.000000	0.000000	0.00482003	0.0050482
pT	435.000000	0.000000	0.00505516	0.00505055
pT	440.000000	0.000000	0.00509526	0.00505095
pT	445.000000	0.000000	0.00526421	0.00505264
pT	450.000000	0.000000	0.00577684	0.00505777
pT	455.000000	0.000000	0.00642979	0.0050643
pT	460.000000	0.000000	0.00704893	0.00507049
pT	465.000000	0.000000	0.00742897	0.00507429
pT	470.000000	0.000000	0.00754637	0.00507546
pT	475.000000	0.000000	0.00747541	0.00507475
pT	480.000000	0.000000	0.00730341	0.00507303
pT	485.000000	0.000000	0.00714287	0.00507143
pT	490.000000	0.000000	0.00696171	0.00506962
pT	495.000000	0.000000	0.00684785	0.00506848
pT	500.000000	0.000000	0.0067631	0.00506763
pT	505.000000	0.000000	0.00671141	0.00506711
pT	510.000000	0.000000	0.00671703	0.00506717
pT	515.000000	0.000000	0.00679204	0.00506792
pT	520.000000	0.000000	0.00692837	0.00506928
pT	525.000000	0.000000	0.00711343	0.00507113
pT	530.000000	0.000000	0.00734546	0.00507345
pT	535.000000	0.000000	0.00763335	0.00507633
pT	540.000000	0.000000	0.00789809	0.00507898
pT	545.000000	0.000000	0.00810872	0.00508109
pT	550.000000	0.000000	0.00821662	0.00508217
pT	555.000000	0.000000	0.00823365	0.00508234
pT	560.000000	0.000000	0.00815212	0.00508152
pT	565.000000	0.000000	0.00797433	0.00507974
pT	570.000000	0.000000	0.00774785	0.00507748
pT	575.000000	0.000000	0.00751274	0.00507513
pT	580.000000	0.000000	0.00733261	0.00507333
pT	585.000000	0.000000	0.00721897	0.00507219
pT	590.000000	0.000000	0.00718476	0.00507185
pT	595.000000	0.000000	0.00729295	0.00507293
pT	600.000000	0.000000	0.00748739	0.00507487
pT	605.000000	0.000000	0.00776522	0.00507765
pT	610.000000	0.000000	0.00809254	0.00508093
pT	615.000000	0.000000	0.00845312	0.00508453
pT	620.000000	0.000000	0.00882213	0.00508822
pT	625.000000	0.000000	0.00915955	0.0050916
pT	630.000000	0.000000	0.00944469	0.00509445
pT	635.000000	0.000000	0.0096929	0.00509693
pT	640.000000	0.000000	0.0099338	0.00509934
pT	645.000000	0.000000	0.0101774	0.00510177
pT	650.000000	0.000000	0.0105168	0.00510517
pT	655.000000	0.000000	0.0109958	0.00510996
pT	660.000000	0.000000	0.0116248	0.00511625
pT	665.000000	0.000000	0.0124856	0.00512486
pT	670.000000	0.000000	0.0136424	0.00513642
pT	675.000000	0.000000	0.0151329	0.00515133
pT	680.000000	0.000000	0.0169862	0.00516986
pT	685.000000	0.000000	0.0194438	0.00519444
pT	690.000000	0.000000	0.0219894	0.00521989
pT	695.000000	0.000000	0.02468	0.0052468
pT	700.000000	0.000000	0.0271061	0.00527106
pT	705.000000	0.000000	0.029577	0.00529577
pT	710.000000	0.000000	0.0317466	0.00531747
pT	715.000000	0.000000	0.0336542	0.00533654
pT	720.000000	0.000000	0.0353928	0.00535393
pT	725.000000	0.000000	0.0368747	0.00536875
pT	730.000000	0.000000	0.0382444	0.00538244
pT	735.000000	0.000000	0.0395811	0.00539581
pT	740.000000	0.000000	0.0406668	0.00540667
pT	745.000000	0.000000	0.0418083	0.00541808
pT	750.000000	0.000000	0.0428372	0.00542837
pT	755.000000	0.000000	0.0435576	0.00543558
pT	760.000000	0.000000	0.0444672	0.00544467
pT	765.000000	0.000000	0.0452192	0.00545219
pT	770.000000	0.000000	0.0459461	0.00545946
pT	775.000000	0.000000	0.046613	0.00546613
pT	780.000000	0.000000	0.047183	0.00547183
pT	785.000000	0.000000	0.0477707	0.00547771
pT	790.000000	0.000000	0.048388	0.00548388
pT	795.000000	0.000000	0.0485596	0.0054856
pT	800.000000	0.000000	0.0488904	0.0054889
pT	805.000000	0.000000	0.0493142	0.00549314
pT	810.000000	0.000000	0.0494926	0.00549493
pT	815.000000	0.000000	0.0497632	0.00549763
pT	820.000000	0.000000	0.0500595	0.0055006
pT	825.000000	0.000000	0.0504176	0.00550418
pT	830.000000	0.000000	0.050228	0.00550228
pT	835.000000	0.000000	0.0502822	0.00550282
pT	840.000000	0.000000	0.050049	0.00550049
pT	845.000000	0.000000	0.0508005	0.00550801
pT	850.000000	0.000000	0.0503101	0.0055031
pT	855.000000	0.000000	0.0507108	0.00550711
pT	860.000000	0.000000	0.050614	0.00550614
pT	865.000000	0.000000	0.0504389	0.00550439
pT	870.000000	0.000000	0.0503473	0.00550347
pT	875.000000	0.000000	0.0501144	0.00550114
pT	880.000000	0.000000	0.0499692	0.00549969
pT	885.000000	0.000000	0.0500584	0.00550058
pT	890.000000	0.000000	0.049535	0.00549535
pT	895.000000	0.000000	0.0492255	0.00549225
pT	900.000000	0.000000	0.0490324	0.00549032
pT	905.000000	0.000000	0.0487785	0.00548778
pT	910.000000	0.000000	0.0487169	0.00548717
pT	915.000000	0.000000	0.0481745	0.00548174
pT	920.000000	0.000000	0.0480506	0.00548051
pT	925.000000	0.000000	0.0476811	0.00547681
pT	930.000000	0.000000	0.0470247	0.00547025
pT	935.000000	0.000000	0.0471963	0.00547196
pT	940.000000	0.000000	0.0468838	0.00546884
pT	945.000000	0.000000	0.0467336	0.00546734
pT	950.000000	0.000000	0.0464543	0.00546454
pT	955.000000	0.000000	0.046273	0.00546273
pT	960.000000	0.000000	0.0460118	0.00546012
pT	965.000000	0.000000	0.045802	0.00545802
pT	970.000000	0.000000	0.0454725	0.00545473
pT	975.000000	0.000000	0.0453871	0.00545387
pT	980.000000	0.000000	0.0453473	0.00545347
pT	985.000000	0.000000	0.0463903	0.0054639
pT	990.000000	0.000000	0.0447738	0.00544774
pT	995.000000	0.000000	0.0458008	0.00545801
pT	1000.000000	0.000000	0.0446498	0.0054465
pT	1005.000000	0.000000	0.0447738	0.00544774
pT	1010.000000	0.000000	0.0448721	0.00544872
pT	1015.000000	0.000000	0.0448692	0.00544869
pT	1020.000000	0.000000	0.0446528	0.00544653
pT	1025.000000	0.000000	0.0444824	0.00544482
pT	1030.000000	0.000000	0.0444899	0.0054449
pT	1035.000000	0.000000	0.0447665	0.00544766
pT	1040.000000	0.000000	0.0447119	0.00544712
pT	1045.000000	0.000000	0.0446058	0.00544606
pT	1050.000000	0.000000	0.0446096	0.0054461
pT	1055.000000	0.000000	0.0447497	0.0054475
pT	1060.000000	0.000000	0.0447152	0.00544715
pT	1065.000000	0.000000	0.0448861	0.00544886
pT	1070.000000	0.000000	0.0451036	0.00545104
pT	1075.000000	0.000000	0.0453801	0.0054538
pT	1080.000000	0.000000	0.0455106	0.00545511
pT	1085.000000	0.000000	0.0458315	0.00545831
pT	1090.000000	0.000000	0.0458884	0.00545888
pT	1095.000000	0.000000	0.0460727	0.00546073
pT	1100.000000	0.000000	0.0462727	0.00546273
pT	1105.000000	0.000000	0.0466989	0.00546699
pT	1110.000000	0.000000	0.0469208	0.00546921
pT	1115.000000	0.000000	0.0471309	0.00547131
pT	1120.000000	0.000000	0.0474056	0.00547406
pT	1125.000000	0.000000	0.0477272	0.00547727
pT	1130.000000	0.000000	0.0485597	0.0054856
pT	1135.000000	0.000000	0.0487935	0.00548793
pT	1140.000000	0.000000	0.0490459	0.00549046
pT	1145.000000	0.000000	0.0495911	0.00549591
pT	1150.000000	0.000000	0.0501064	0.00550106
pT	1155.000000	0.000000	0.0506125	0.00550613
pT	1160.000000	0.000000	0.0512901	0.0055129
pT	1165.000000	0.000000	0.052026	0.00552026
pT	1170.000000	0.000000	0.0526041	0.00552604
pT	1175.000000	0.000000	0.0532724	0.00553272
pT	1180.000000	0.000000	0.0542854	0.00554285
pT	1185.000000	0.000000	0.0552668	0.00555267
