Wavelength	Real Intensity
615.440000	23211.950000
615.790000	22744.400000
616.140000	22374.670000
616.480000	22292.890000
616.830000	22720.437500
617.180000	22985.992500
617.530000	23392.172500
617.880000	23711.110000
618.230000	23920.207500
618.580000	23746.947500
618.930000	23611.302500
619.280000	23666.327500
619.630000	23904.367500
619.980000	24091.895000
620.320000	24100.907500
620.670000	24329.392500
621.020000	24021.650000
621.370000	23731.385000
621.720000	23691.245000
622.070000	23823.475000
622.420000	23772.687500
622.760000	23501.737500
623.110000	23453.475000
623.460000	23439.620000
623.810000	23499.145000
624.160000	23226.902500
624.510000	23214.477500
624.850000	23006.062500
625.200000	22858.745000
625.550000	22701.120000
625.900000	22889.530000
626.250000	23223.215000
626.590000	23473.752500
626.940000	23598.200000
627.290000	23005.242500
627.640000	22121.545000
627.990000	22114.170000
628.330000	22456.727500
628.680000	22736.482500
629.030000	22734.432500
629.380000	22505.742500
629.720000	22215.820000
630.070000	21996.617500
630.420000	22238.755000
630.770000	22595.650000
631.110000	22292.345000
631.460000	21707.582500
631.810000	21568.317500
632.160000	22008.085000
632.500000	22357.877500
632.850000	22636.880000
633.200000	22311.665000
633.540000	21908.965000
633.890000	21978.595000
634.240000	21937.430000
634.580000	22248.450000
634.930000	22163.872500
635.280000	22213.430000
635.630000	21865.272500
635.970000	21701.370000
636.320000	21711.677500
636.670000	21832.167500
637.010000	21970.610000
637.360000	22112.397500
637.700000	22073.485000
638.050000	21960.847500
638.400000	21848.347500
638.740000	22015.325000
639.090000	21759.260000
639.440000	21408.032500
639.780000	21056.602500
640.130000	21223.235000
640.470000	21177.020000
640.820000	21016.937500
641.170000	20801.080000
641.510000	20747.902500
641.860000	20840.197500
642.200000	21021.170000
642.550000	21214.020000
642.900000	21036.530000
643.240000	20880.340000
643.590000	20745.240000
643.930000	20957.822500
644.280000	20904.232500
644.620000	20743.057500
644.970000	20692.675000
645.310000	20552.662500
645.660000	20674.927500
646.000000	20271.682500
646.350000	20401.590000
646.700000	20318.990000
647.040000	20351.280000
647.390000	20289.362500
647.730000	20219.867500
648.080000	20287.587500
648.420000	20460.845000
648.770000	20153.855000
649.110000	19674.837500
649.460000	19082.427500
649.800000	19473.317500
650.140000	20266.630000
650.490000	20592.532500
650.830000	20669.195000
651.180000	20465.555000
651.520000	20122.795000
651.870000	20322.880000
652.210000	20415.722500
652.560000	20544.745000
652.900000	20508.085000
653.250000	20536.552500
653.590000	20582.152500
653.930000	20721.552500
654.280000	20341.997500
654.620000	20257.482500
654.970000	19913.422500
655.310000	19606.775000
655.650000	18615.967500
656.000000	16430.100000
656.340000	16266.605000
656.690000	17468.627500
657.030000	19284.627500
657.370000	20029.200000
657.720000	20381.862500
658.060000	20724.077500
658.400000	20964.170000
658.750000	20876.377500
659.090000	20805.722500
659.430000	20859.450000
659.780000	21146.915000
660.120000	21278.872500
660.460000	21463.257500
660.810000	21508.312500
661.150000	21615.490000
661.490000	21913.742500
661.840000	21915.520000
662.180000	22126.592500
662.520000	21955.795000
662.870000	22034.300000
663.210000	21867.255000
663.550000	21983.647500
663.890000	22187.692500
664.240000	22191.040000
664.580000	22592.372500
664.920000	22681.050000
665.260000	22909.327500
665.610000	22890.147500
665.950000	22976.640000
666.290000	22976.022500
666.630000	23111.667500
666.980000	23292.847500
667.320000	23396.472500
667.660000	23247.995000
668.000000	23485.425000
668.350000	23832.352500
668.690000	24104.660000
669.030000	24112.920000
669.370000	24106.980000
669.710000	24266.860000
670.060000	24186.852500
670.400000	24527.362500
670.740000	24676.180000
671.080000	24576.647500
671.420000	24654.470000
671.770000	24635.085000
672.110000	24875.515000
672.450000	25181.822500
672.790000	25531.685000
673.130000	25691.632500
673.470000	25837.172500
673.810000	26085.865000
674.160000	26203.350000
674.500000	26258.307500
674.840000	26312.440000
675.180000	26503.310000
675.520000	26689.812500
675.860000	27014.347500
676.200000	27201.597500
676.540000	27162.892500
676.880000	27324.682500
677.230000	27490.500000
677.570000	27907.055000
677.910000	28005.020000
678.250000	28112.195000
678.590000	28414.747500
678.930000	28564.115000
679.270000	28695.250000
679.610000	28757.645000
679.950000	28895.610000
680.290000	29238.167500
680.630000	29318.992500
680.970000	29553.757500
681.310000	29710.360000
681.650000	29971.480000
681.990000	30198.937500
682.330000	30287.270000
682.670000	30300.722500
683.010000	30579.382500
683.350000	30610.715000
683.690000	30473.365000
684.030000	30154.770000
684.370000	30589.485000
684.710000	30928.082500
685.050000	31299.927500
685.390000	31272.210000
685.730000	31332.692500
686.070000	31334.877500
686.410000	28387.577500
686.750000	23907.645000
687.090000	21524.697500
687.430000	22572.030000
687.770000	25774.780000
688.110000	27961.942500
688.450000	28331.120000
688.790000	27786.907500
689.130000	27445.852500
689.470000	27847.255000
689.800000	28469.292500
690.140000	28996.100000
690.480000	29698.275000
690.820000	30316.352500
691.160000	30458.552500
691.500000	31121.137500
691.840000	31756.420000
692.180000	32058.560000
692.520000	32534.167500
692.850000	32335.242500
693.190000	32572.260000
693.530000	32650.015000
693.870000	32473.205000
694.210000	32505.632500
694.550000	32557.787500
694.880000	33185.560000
695.220000	33352.540000
695.560000	33320.862500
695.900000	33653.517500
696.240000	34069.187500
696.580000	34454.752500
696.910000	34834.105000
697.250000	34697.505000
697.590000	34287.435000
697.930000	34119.977500
698.270000	34423.010000
698.600000	34303.202500
698.940000	34259.240000
699.280000	34394.267500
699.620000	34414.135000
699.950000	33977.507500
700.290000	33636.725000
700.630000	33993.140000
700.970000	33877.500000
701.300000	33953.752500
701.640000	33968.357500
701.980000	34055.400000
702.320000	33919.347500
702.650000	34016.215000
702.990000	34698.800000
703.330000	34630.060000
703.660000	34559.950000
704.000000	34824.820000
704.340000	35130.307500
704.680000	35749.410000
705.010000	35269.707500
705.350000	34944.150000
705.690000	34994.872500
706.020000	35233.527500
706.360000	35216.190000
706.700000	35274.010000
707.030000	35265.000000
707.370000	35603.390000
707.710000	35532.257500
708.040000	35324.730000
708.380000	35072.692500
708.720000	34698.665000
709.050000	34947.565000
709.390000	35368.147500
709.720000	35271.687500
710.060000	35475.117500
710.400000	35451.157500
710.730000	35400.985000
711.070000	35302.407500
711.400000	35136.727500
711.740000	35106.760000
712.080000	35156.457500
712.410000	35170.995000
712.750000	35190.995000
713.080000	35172.020000
713.420000	34967.700000
713.750000	35416.275000
714.090000	35422.487500
714.430000	34995.895000
714.760000	34320.677500
715.100000	34220.942500
715.430000	34801.680000
715.770000	34811.167500
716.100000	33989.930000
716.440000	32906.625000
716.770000	31833.832500
717.110000	30823.432500
717.440000	30232.045000
717.780000	29950.452500
718.110000	29454.227500
718.450000	28374.197500
718.780000	28262.720000
719.120000	28098.062500
719.450000	28909.400000
719.790000	28644.532500
720.120000	28841.272500
720.460000	28752.592500
720.790000	30433.842500
721.120000	31991.935000
721.460000	33217.915000
721.790000	33312.057500
722.130000	33055.650000
722.460000	32803.065000
722.800000	32493.822500
723.130000	31115.540000
723.460000	30495.075000
723.800000	30010.867500
724.130000	29962.942500
724.470000	30406.055000
724.800000	30445.242500
725.130000	30032.097500
725.470000	30595.222500
725.800000	31050.415000
726.140000	30797.352500
726.470000	30829.645000
726.800000	31386.692500
727.140000	30916.885000
727.470000	29925.942500
727.800000	30054.830000
728.140000	31027.545000
728.470000	31544.660000
728.800000	29973.592500
729.140000	29535.055000
729.470000	30546.207500
729.800000	31583.090000
730.140000	31293.712500
730.470000	31070.960000
730.800000	30822.340000
731.140000	31094.377500
731.470000	31455.432500
731.800000	31591.900000
732.140000	32250.322500
732.470000	32458.802500
732.800000	32398.730000
733.130000	32587.617500
733.470000	33078.720000
733.800000	33532.962500
734.130000	33673.930000
734.460000	33487.497500
734.800000	33043.022500
735.130000	33042.200000
735.460000	32728.590000
735.790000	32722.310000
736.130000	32926.697500
736.460000	32854.537500
736.790000	32994.280000
737.120000	33271.437500
737.450000	33189.860000
737.790000	33225.767500
738.120000	33132.107500
738.450000	32413.270000
738.780000	31996.917500
739.110000	32295.307500
739.450000	32800.130000
739.780000	32956.117500
740.110000	33126.510000
740.440000	32753.437500
740.770000	32526.110000
741.100000	32356.335000
741.440000	32355.930000
741.770000	32466.995000
742.100000	32378.320000
742.430000	32626.602500
742.760000	32931.955000
743.090000	33488.865000
743.420000	33285.772500
743.750000	33490.297500
744.080000	33014.690000
744.420000	32691.657500
744.750000	32703.125000
745.080000	33064.525000
745.410000	33285.160000
745.740000	33174.910000
746.070000	32952.772500
746.400000	33054.487500
746.730000	33118.045000
747.060000	33156.955000
747.390000	33099.407500
747.720000	32962.942500
748.050000	32962.467500
748.380000	33018.785000
748.710000	33069.915000
749.040000	32556.285000
749.370000	32185.742500
749.710000	32312.780000
750.040000	32374.562500
750.370000	32779.717500
750.700000	32317.220000
751.030000	31885.030000
751.360000	32134.337500
751.690000	32301.657500
752.020000	32427.332500
752.340000	32002.175000
752.670000	31985.655000
753.000000	31865.982500
753.330000	32191.270000
753.660000	32373.472500
753.990000	32307.660000
754.320000	32236.052500
754.650000	32151.745000
754.980000	31988.382500
755.310000	31764.745000
755.640000	31519.605000
755.970000	31805.500000
756.300000	31696.000000
756.630000	31575.102500
756.960000	31303.407500
757.290000	31159.162500
757.610000	31271.117500
757.940000	31262.312500
758.270000	30682.737500
758.600000	30318.060000
758.930000	29646.600000
759.260000	24377.037500
759.590000	16290.840000
759.920000	9427.415000
760.240000	5655.602500
760.570000	4360.535000
760.900000	4841.875000
761.230000	7335.892500
761.560000	12622.585000
761.890000	16586.227500
762.220000	15934.287500
762.540000	13303.332500
762.870000	11530.475000
763.200000	11496.752500
763.530000	11951.810000
763.860000	12810.045000
764.180000	14014.387500
764.510000	15492.267500
764.840000	16822.835000
765.170000	18078.102500
765.500000	19400.957500
765.820000	20252.432500
766.150000	21519.852500
766.480000	22508.542500
766.810000	23775.142500
767.130000	24959.825000
767.460000	25834.307500
767.790000	26406.712500
768.120000	26576.147500
768.440000	27154.767500
768.770000	27040.287500
769.100000	27041.582500
769.420000	27026.840000
769.750000	26996.802500
770.080000	27094.967500
770.410000	27624.707500
770.730000	27682.325000
771.060000	27326.455000
771.390000	27027.385000
771.710000	26826.002500
772.040000	26966.695000
772.370000	26916.455000
772.690000	26773.847500
773.020000	26803.472500
773.350000	26743.470000
773.670000	26792.412500
774.000000	26604.957500
774.330000	26260.215000
774.650000	25754.435000
774.980000	25756.690000
775.300000	25975.412500
775.630000	26145.190000
775.960000	25773.140000
776.280000	25955.615000
776.610000	25836.217500
776.930000	25826.935000
777.260000	25386.347500
777.590000	24960.027500
777.910000	24744.175000
778.240000	24875.652500
778.560000	24775.780000
778.890000	24842.955000
779.220000	24632.762500
779.540000	24676.315000
779.870000	24290.207500
780.190000	24400.455000
780.520000	24190.402500
780.840000	24000.282500
781.170000	24047.045000
781.490000	23975.500000
781.820000	23965.467500
782.140000	23839.037500
782.470000	23879.110000
782.790000	23683.257500
783.120000	23168.535000
783.440000	22965.717500
783.770000	22846.592500
784.090000	22880.862500
784.420000	22998.962500
784.740000	22864.205000
785.070000	22705.557500
785.390000	22452.497500
785.720000	22710.270000
786.040000	22638.110000
786.370000	22571.690000
786.690000	22506.562500
787.010000	22378.427500
787.340000	22083.997500
787.660000	22119.632500
787.990000	22103.385000
788.310000	22222.302500
788.640000	22176.565000
788.960000	22151.785000
789.280000	22014.092500
789.610000	21967.877500
789.930000	21985.147500
790.260000	21855.375000
790.580000	22110.215000
790.900000	22032.732500
791.230000	21876.472500
791.550000	21733.047500
791.870000	21726.900000
792.200000	21548.525000
792.520000	21825.475000
792.850000	21704.575000
793.170000	21356.152500
793.490000	21191.217500
793.820000	21309.182500
