Wavelength	Real Intensity
339.870000	0.000000
340.250000	0.000000
340.630000	0.000000
341.020000	0.000000
341.400000	0.000000
341.780000	0.000000
342.160000	0.000000
342.550000	0.000000
342.930000	0.000000
343.310000	0.000000
343.690000	0.000000
344.080000	0.000000
344.460000	0.000000
344.840000	0.000000
345.220000	0.000000
345.600000	0.000000
345.990000	0.000000
346.370000	0.000000
346.750000	0.000000
347.130000	0.000000
347.510000	0.000000
347.900000	0.000000
348.280000	0.000000
348.660000	0.000000
349.040000	0.000000
349.420000	0.000000
349.800000	0.000000
350.190000	0.000000
350.570000	0.000000
350.950000	0.000000
351.330000	0.000000
351.710000	0.000000
352.090000	0.000000
352.470000	0.000000
352.860000	0.000000
353.240000	0.000000
353.620000	0.000000
354.000000	0.000000
354.380000	0.000000
354.760000	0.000000
355.140000	0.000000
355.520000	0.000000
355.900000	0.000000
356.280000	0.000000
356.670000	0.000000
357.050000	0.000000
357.430000	0.000000
357.810000	0.000000
358.190000	0.000000
358.570000	0.000000
358.950000	0.000000
359.330000	0.000000
359.710000	0.000000
360.090000	0.000000
360.470000	0.000000
360.850000	0.000000
361.230000	0.000000
361.610000	0.000000
361.990000	0.000000
362.370000	0.000000
362.750000	0.000000
363.130000	0.000000
363.510000	0.000000
363.890000	0.000000
364.270000	0.000000
364.650000	0.000000
365.030000	0.000000
365.410000	0.000000
365.790000	0.000000
366.170000	0.000000
366.550000	0.000000
366.930000	0.000000
367.310000	0.000000
367.690000	0.000000
368.070000	0.000000
368.450000	0.000000
368.830000	0.000000
369.210000	0.000000
369.590000	0.000000
369.970000	0.000000
370.350000	0.000000
370.730000	0.000000
371.110000	0.000000
371.490000	0.820000
371.870000	0.000000
372.250000	0.000000
372.620000	0.000000
373.000000	0.000000
373.380000	0.000000
373.760000	0.000000
374.140000	0.000000
374.520000	0.000000
374.900000	0.000000
375.280000	0.000000
375.660000	0.000000
376.030000	0.000000
376.410000	0.000000
376.790000	0.617500
377.170000	0.000000
377.550000	0.137500
377.930000	0.205000
378.310000	0.000000
378.680000	0.000000
379.060000	0.000000
379.440000	0.820000
379.820000	0.000000
380.200000	0.000000
380.580000	0.000000
380.950000	0.000000
381.330000	0.000000
381.710000	0.000000
382.090000	0.000000
382.470000	0.750000
382.850000	1.845000
383.220000	0.000000
383.600000	0.000000
383.980000	0.000000
384.360000	0.952500
384.730000	5.190000
385.110000	6.345000
385.490000	3.687500
385.870000	13.655000
386.250000	23.347500
386.620000	25.462500
387.000000	37.137500
387.380000	50.312500
387.760000	50.520000
388.130000	50.047500
388.510000	67.177500
388.890000	84.107500
389.260000	131.542500
389.640000	170.802500
390.020000	213.400000
390.400000	255.452500
390.770000	244.122500
391.150000	316.747500
391.530000	375.122500
391.900000	375.945000
392.280000	360.985000
392.660000	324.945000
393.040000	219.470000
393.410000	108.605000
393.790000	103.630000
394.170000	222.477500
394.540000	373.070000
394.920000	506.395000
395.300000	621.827500
395.670000	687.575000
396.050000	675.625000
396.420000	552.200000
396.800000	362.700000
397.180000	284.397500
397.550000	440.927500
397.930000	717.957500
398.310000	947.455000
398.680000	1084.947500
399.060000	1169.797500
399.440000	1261.275000
399.810000	1323.262500
400.190000	1400.945000
400.560000	1424.225000
400.940000	1479.867500
401.320000	1519.325000
401.690000	1633.052500
402.070000	1721.657500
402.440000	1771.837500
402.820000	1809.037500
403.190000	1759.482500
403.570000	1774.770000
403.950000	1863.927500
404.320000	1940.382500
404.700000	1848.562500
405.070000	1933.687500
405.450000	1987.285000
405.820000	2042.717500
406.200000	2011.857500
406.570000	2008.985000
406.950000	2037.390000
407.320000	2118.147500
407.700000	2168.257500
408.070000	2292.085000
408.450000	2305.742500
408.820000	2537.165000
409.200000	2597.370000
409.570000	2590.270000
409.950000	2421.997500
410.320000	2294.342500
410.700000	2310.862500
411.070000	2528.152500
411.450000	2821.757500
411.820000	2903.952500
412.200000	2922.520000
412.570000	2945.390000
412.950000	2878.830000
413.320000	2820.050000
413.700000	2935.832500
414.070000	3007.715000
414.450000	3017.545000
414.820000	3017.682500
415.190000	3012.422500
415.570000	3048.882500
415.940000	3185.617500
416.320000	3244.050000
416.690000	3366.655000
417.070000	3340.992500
417.440000	3249.575000
417.810000	3141.310000
418.190000	3197.697500
418.560000	3241.322500
418.940000	3252.317500
419.310000	3423.660000
419.680000	3440.657500
420.060000	3399.155000
420.430000	3387.550000
420.800000	3589.127500
421.180000	3874.547500
421.550000	3886.772500
421.930000	3935.647500
422.300000	3867.045000
422.670000	3611.595000
423.050000	3640.815000
423.420000	3724.577500
423.790000	4007.670000
424.170000	4093.347500
424.540000	4277.322500
424.910000	4207.010000
425.290000	4255.407500
425.660000	4256.705000
426.030000	4262.230000
426.400000	4516.452500
426.780000	4583.290000
427.150000	4505.805000
427.520000	4389.000000
427.900000	4421.292500
428.270000	4790.057500
428.640000	4829.315000
429.020000	4744.190000
429.390000	4660.155000
429.760000	4450.235000
430.130000	4168.022500
430.510000	3807.995000
430.880000	3656.922500
431.250000	3934.285000
431.620000	4773.065000
432.000000	5547.942500
432.370000	5974.400000
432.740000	5717.457500
433.110000	5712.807500
433.480000	6118.515000
433.860000	5925.257500
434.230000	5373.327500
434.600000	5436.465000
434.970000	5827.832500
435.350000	6155.240000
435.720000	6209.372500
436.090000	6448.437500
436.460000	6680.475000
436.830000	6753.040000
437.210000	6637.400000
437.580000	6373.485000
437.950000	6340.172500
438.320000	5928.395000
438.690000	5739.500000
439.060000	5803.600000
439.440000	6182.412500
439.810000	6480.115000
440.180000	6606.542500
440.550000	6437.997500
440.920000	6411.095000
441.290000	6667.305000
441.660000	6876.055000
442.030000	7075.395000
442.410000	7110.002500
442.780000	7301.757500
443.150000	7212.607500
443.520000	7222.297500
443.890000	7221.407500
444.260000	7329.000000
444.630000	7504.367500
445.000000	7643.840000
445.370000	7542.460000
445.740000	7283.737500
446.120000	7080.307500
446.490000	7252.200000
446.860000	7547.170000
447.230000	7933.012500
447.600000	8331.205000
447.970000	8503.915000
448.340000	8391.957500
448.710000	8472.922500
449.080000	8507.537500
449.450000	8717.455000
449.820000	8822.925000
450.190000	9171.482500
450.560000	9728.057500
450.930000	9828.955000
451.300000	10049.250000
451.670000	10011.695000
452.040000	10013.747500
452.410000	10088.092500
452.780000	9778.367500
453.150000	9567.152500
453.520000	9534.385000
453.890000	10003.302500
454.260000	10639.952500
454.630000	10974.110000
455.000000	10821.122500
455.370000	10777.645000
455.740000	11010.492500
456.110000	11684.615000
456.480000	11804.970000
456.850000	12204.120000
457.220000	12182.407500
457.590000	12625.387500
457.960000	12659.657500
458.330000	12495.617500
458.700000	12453.350000
459.070000	12684.095000
459.430000	12745.327500
459.800000	12901.932500
460.170000	12901.857500
460.540000	13411.672500
460.910000	13465.190000
461.280000	13851.575000
461.650000	14041.010000
462.020000	14227.172500
462.390000	14319.670000
462.760000	14545.835000
463.120000	14770.287500
463.490000	14638.882500
463.860000	14595.052500
464.230000	14478.252500
464.600000	14048.725000
464.970000	13994.447500
465.340000	14222.595000
465.700000	14617.445000
466.070000	14804.632500
466.440000	14748.175000
466.810000	14419.472500
467.180000	14030.365000
467.550000	14466.170000
467.910000	14730.087500
468.280000	14690.965000
468.650000	15009.627500
469.020000	15097.287500
469.390000	15282.832500
469.750000	15382.980000
470.120000	15104.590000
470.490000	14558.935000
470.860000	14687.412500
471.230000	14893.575000
471.590000	15288.362500
471.960000	15875.237500
472.330000	16395.762500
472.700000	16549.775000
473.060000	16289.407500
473.430000	15810.935000
473.800000	16249.202500
474.170000	16493.320000
474.530000	17021.492500
474.900000	17202.592500
475.270000	17479.340000
475.640000	17202.735000
476.000000	17039.642500
476.370000	16961.830000
476.740000	17224.232500
477.110000	17268.200000
477.470000	17753.982500
477.840000	18433.355000
478.210000	18796.260000
478.570000	18579.787500
478.940000	18408.917500
479.310000	18562.580000
479.670000	19335.897500
480.040000	19701.387500
480.410000	19345.730000
480.770000	19663.705000
481.140000	19670.395000
481.510000	20059.922500
481.870000	20456.072500
482.240000	20827.837500
482.610000	20755.077500
482.970000	20746.470000
483.340000	20987.790000
483.710000	20891.740000
484.070000	20913.927500
484.440000	20994.957500
484.800000	21286.307500
485.170000	21239.142500
485.540000	20858.972500
485.900000	19542.807500
486.270000	17642.570000
486.630000	17630.555000
487.000000	18730.855000
487.370000	20300.347500
487.730000	21028.062500
488.100000	22055.672500
488.460000	22454.002500
488.830000	22346.005000
489.190000	22015.047500
489.560000	22476.800000
489.930000	23675.405000
490.290000	24201.455000
490.660000	23972.157500
491.020000	23694.385000
491.390000	23868.665000
491.750000	23409.105000
492.120000	22723.647500
492.480000	22221.005000
492.850000	23293.667500
493.210000	24490.775000
493.580000	24570.980000
493.940000	23746.875000
494.310000	24233.747500
494.670000	24879.610000
495.040000	25379.722500
495.400000	25501.990000
495.770000	24645.455000
496.130000	24685.130000
496.500000	24837.695000
496.860000	25260.265000
497.230000	25321.287500
497.590000	25123.525000
497.960000	25174.180000
498.320000	24111.072500
498.690000	23545.085000
499.050000	23889.760000
499.410000	24609.897500
499.780000	24697.815000
500.140000	24486.740000
500.510000	23732.342500
500.870000	23418.585000
501.240000	23215.637500
501.600000	23117.672500
501.960000	22840.310000
502.330000	23250.180000
502.690000	23506.040000
503.060000	24039.535000
503.420000	24331.710000
503.780000	23976.527500
504.150000	23336.057500
504.510000	23223.832500
504.880000	23889.482500
505.240000	24184.800000
505.600000	24331.917500
505.970000	24964.940000
506.330000	25050.415000
506.690000	24713.727500
507.060000	24364.612500
507.420000	24142.210000
507.780000	23872.697500
508.150000	23500.645000
508.510000	23534.647500
508.870000	23810.022500
509.240000	24780.150000
509.600000	24853.330000
509.960000	24379.292500
510.330000	24371.857500
510.690000	24300.512500
511.050000	24257.092500
511.410000	24892.377500
511.780000	25223.125000
512.140000	25249.545000
512.500000	24889.097500
512.870000	24390.420000
513.230000	24115.655000
513.590000	24562.175000
513.950000	24243.585000
514.320000	24127.802500
514.680000	24062.200000
515.040000	24464.622500
515.400000	24790.255000
515.770000	25001.330000
516.130000	25150.082500
516.490000	24279.550000
516.850000	22275.145000
517.220000	20628.580000
517.580000	21442.440000
517.940000	23074.330000
518.300000	23482.825000
518.660000	22831.500000
519.030000	23022.920000
519.390000	24406.117500
519.750000	25014.102500
520.110000	25631.350000
520.470000	26017.400000
520.830000	25809.867500
521.200000	25867.342500
521.560000	26374.970000
521.920000	26995.575000
522.280000	27035.915000
522.640000	26857.605000
523.000000	26317.830000
523.370000	26227.520000
523.730000	27479.855000
524.090000	28237.667500
524.450000	28883.797500
524.810000	29181.580000
525.170000	28785.902500
525.530000	28777.920000
525.890000	29119.655000
526.260000	28373.032500
526.620000	27217.435000
526.980000	25839.297500
527.340000	26210.242500
527.700000	27643.685000
528.060000	28960.810000
528.420000	29527.542500
528.780000	30107.805000
529.140000	31120.382500
529.500000	31514.285000
529.860000	30839.947500
530.220000	30557.265000
530.590000	31239.782500
530.950000	32364.115000
531.310000	32599.292500
531.670000	32466.930000
532.030000	31973.635000
532.390000	31096.427500
532.750000	29878.907500
533.110000	29479.285000
533.470000	30199.962500
533.830000	31311.260000
534.190000	31708.152500
534.550000	31438.917500
534.910000	31758.400000
535.270000	32177.410000
535.630000	32712.815000
535.990000	33245.840000
536.350000	33128.347500
536.710000	32314.490000
537.070000	31169.750000
537.430000	31631.970000
537.790000	32247.727500
538.150000	33048.132500
538.510000	33085.350000
538.870000	33088.072500
539.220000	32665.240000
539.580000	32076.035000
539.940000	31642.280000
540.300000	31355.565000
540.660000	30893.200000
541.020000	30660.490000
541.380000	31073.487500
541.740000	31780.442500
542.100000	32062.660000
542.460000	32232.780000
542.820000	32079.855000
543.180000	31873.010000
543.530000	31994.257500
543.890000	32395.447500
544.250000	33239.347500
544.610000	33052.645000
544.970000	32946.970000
545.330000	32616.362500
545.690000	33086.572500
546.050000	32501.675000
546.400000	32643.117500
546.760000	32678.412500
547.120000	32731.117500
547.480000	32536.085000
547.840000	31993.847500
548.200000	31842.705000
548.550000	32260.012500
548.910000	32772.205000
549.270000	33075.105000
549.630000	33006.087500
549.990000	32936.727500
550.340000	32598.132500
550.700000	32419.552500
551.060000	32398.182500
551.420000	32286.632500
551.780000	32470.545000
552.130000	32671.452500
552.490000	32467.885000
552.850000	32311.960000
553.210000	32055.972500
553.570000	31677.777500
553.920000	32240.355000
554.280000	32188.262500
554.640000	32149.212500
555.000000	32390.125000
555.350000	32167.515000
555.710000	31801.887500
556.070000	31559.125000
556.420000	31200.595000
556.780000	30705.335000
557.140000	30597.675000
557.500000	30315.190000
557.850000	30754.072500
558.210000	30998.805000
558.570000	30556.585000
558.920000	29972.087500
559.280000	29585.577500
559.640000	29940.685000
559.990000	30173.407500
560.350000	30197.432500
560.710000	30926.107500
561.060000	31719.210000
561.420000	31257.947500
561.780000	30804.387500
562.130000	30293.962500
562.490000	30427.487500
562.850000	30566.957500
563.200000	30564.095000
563.560000	30548.795000
563.920000	30264.060000
564.270000	30261.197500
564.630000	30148.287500
564.980000	30228.770000
565.340000	30286.862500
565.700000	29604.480000
566.050000	28748.290000
566.410000	28794.030000
566.760000	29481.470000
567.120000	29909.350000
567.480000	30149.102500
